Regional,Nome do bloco,Data,Concentração,etapa,rota,lon,lat,stage
Sé,Bloco da Abolição,2017-02-19T00:00:00Z,12:00,cinco,Praca Coronel Craveirua Lopes,-46.384129,-23.965601,F
Sé,Bloco da Diversidade,2017-03-05T00:00:00Z,15:00,inicio,Largo do Arouche,-46.63611,-23.5475,A
Sé,Bloco da Diversidade,2017-03-05T00:00:00Z,15:00,dois,Av Sao Luis,-46.63611,-23.5475,C
Sé,Bloco da Diversidade,2017-03-05T00:00:00Z,15:00,tres,Rua Xavier de Toledo,-46.63611,-23.5475,D
Sé,Bloco da Diversidade,2017-03-05T00:00:00Z,15:00,quatro,Av Sao Joao,-46.63611,-23.5475,E
Sé,Bloco da Diversidade,2017-03-05T00:00:00Z,15:00,cinco,Av. Ipiranga,-46.63611,-23.5475,F
Sé,Bloco da Diversidade,2017-03-05T00:00:00Z,15:00,sete,Largo do Arouche,-46.63611,-23.5475,H
Pinheiros,Bloco da Muda,2017-02-18T00:00:00Z,14:00,inicio,rua Professor Antonio Arruda Malheiros.,-46.63611,-23.5475,A
Santo Amaro,BLOCO DA OSE CAMPO BELO,2017-02-18T00:00:00Z,13:00,inicio,Rua Cristovao Pereira,-46.669846,-23.626188,A
Santo Amaro,BLOCO DA OSE CAMPO BELO,2017-02-18T00:00:00Z,13:00,um,Rua Gabrielle D'Annunzio,-46.669672,-23.628227,B
Santo Amaro,BLOCO DA OSE CAMPO BELO,2017-02-18T00:00:00Z,13:00,dois,Rua Republica do Iraque,-46.670077,-23.623203,C
Santo Amaro,BLOCO DA OSE CAMPO BELO,2017-02-18T00:00:00Z,13:00,tres,Rua Edson,-46.63611,-23.5475,D
Santo Amaro,BLOCO DA OSE CAMPO BELO,2017-02-18T00:00:00Z,13:00,quatro,Rua Barao de Jaceguai,-46.67345,-23.618773,E
Santo Amaro,BLOCO DA OSE CAMPO BELO,2017-02-18T00:00:00Z,13:00,cinco,Rua Joao de Souza Dias e,-46.63611,-23.5475,F
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,inicio,Largo do Cambuci,-46.63611,-23.5475,A
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,um,Rua Luis Gama,-46.612234,-23.56778,B
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,dois,Rua Cesario Ramalho,-46.621276,-23.561452,C
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,tres,Rua Barao de Jaguara,-46.617312,-23.555211,D
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,quatro,Rua Silveirua da Mota,-46.63611,-23.5475,E
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,cinco,Rua dos Alpes,-46.619866,-23.559602,F
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,seis,Rua Jeronimo de Albuquerque,-46.619607,-23.559501,G
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,sete,Rua Barao de Jaguara,-46.617312,-23.555211,H
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,oito,Rua Silveirua da Mota,-46.63611,-23.5475,I
Sé,Bloco da Ressaca Cambuci,2017-02-18T00:00:00Z,14:00,nove,Rua Luis Gama,-46.612234,-23.56778,J
Santana/Tucuruvi,Bloco da Sucessagem,2017-02-18T00:00:00Z,15:00,inicio,Rua Pedrua Ribeiro,-46.63611,-23.5475,A
Santana/Tucuruvi,Bloco da Sucessagem,2017-02-18T00:00:00Z,15:00,um,Rua Viri,-46.61322,-23.49551,B
Santana/Tucuruvi,Bloco da Sucessagem,2017-02-18T00:00:00Z,15:00,dois,Avenida Paulo Silva Araujo,-46.611971,-23.494777,C
Sé,Bloco da Tereza,2017-03-05T00:00:00Z,13:00,um,dispersaoMajor Quedinho,-46.642728,-23.548897,B
Sé,Bloco Dali Daqui,2017-02-17T00:00:00Z,13:00,inicio,Rua Conselheirua Brotero,-46.63611,-23.5475,A
Sé,Bloco Dali Daqui,2017-02-17T00:00:00Z,13:00,um,Rua Capristano de Abreu,-46.63611,-23.5475,B
Sé,Bloco Dali Daqui,2017-02-17T00:00:00Z,13:00,dois,Rua Conselheirua Nebias,-46.63611,-23.5475,C
Sé,Bloco Dali Daqui,2017-02-17T00:00:00Z,13:00,tres,Alameda Clete,-46.285487,-23.661965,D
Sé,Bloco Dali Daqui,2017-02-17T00:00:00Z,13:00,quatro,Rua Vitorino Carmilo,-46.651892,-23.532222,E
Sé,Bloco Dali Daqui,2017-02-17T00:00:00Z,13:00,cinco,Rua Conselheirua Brotero.,-46.63611,-23.5475,F
Sé,Bloco das Emílias e Viscondes,2017-02-24T00:00:00Z,15:00,inicio,Praca Rotary,-46.341025,-23.524567,A
Sé,Bloco das Emílias e Viscondes,2017-02-24T00:00:00Z,15:00,um,Rua Marjor sertorio,-46.63611,-23.5475,B
Sé,Bloco das Emílias e Viscondes,2017-02-24T00:00:00Z,15:00,dois,rua Cesario Motta Juniorua rua General Jardim,-46.649043,-23.544654,C
Sé,Bloco das Emílias e Viscondes,2017-02-24T00:00:00Z,15:00,tres,rua Drua Vila Nova,-46.63611,-23.5475,D
Sé,Bloco das Emílias e Viscondes,2017-02-24T00:00:00Z,15:00,quatro,rua Marjor Sertorio,-46.63611,-23.5475,E
Sé,Bloco das Emílias e Viscondes,2017-02-24T00:00:00Z,15:00,cinco,praca Rotary,-46.341025,-23.524567,F
Butantã,BLOCO DAS LOKAS,2017-02-28T00:00:00Z,12:00,inicio,Rua Domingos Rosolia Rua Coronel Rubens Reis Rezende,-46.789381,-23.595849,A
Butantã,BLOCO DAS LOKAS,2017-02-28T00:00:00Z,12:00,um,R. Padrua Jorge Benci R. Padrua Joao da Cunha R. Vaticano Rua Conego Luis Vieirua da Silva,-46.63611,-23.5475,B
Sé,"Bloco das Vampiras Safadas e Seres Fantásticos de SP",2017-02-18T00:00:00Z,18:00,inicio,Concentracao Praca Ramos,-46.676292,-23.546117,A
Vila Mariana,Bloco de Notas,2017-03-04T00:00:00Z,10:00,inicio,Praca Rosa Alves,-46.632829,-23.579569,A
Freguesia do Ó/Brasilândia,BLOCO DE RUA VEM KU NOIS Ó,2017-02-26T00:00:00Z,14:00,inicio,AV. ITABERABA,-46.63611,-23.5475,A
Freguesia do Ó/Brasilândia,BLOCO DE RUA VEM KU NOIS Ó,2017-02-27T00:00:00Z,14:00,inicio,AV. ITABERABA,-46.63611,-23.5475,A
Freguesia do Ó/Brasilândia,BLOCO DE RUA VEM KU NOIS Ó,2017-02-28T00:00:00Z,14:00,inicio,Praca Monsenhor Escriva,-46.710732,-23.485512,A
Freguesia do Ó/Brasilândia,BLOCO DE RUA VEM KU NOIS Ó,2017-02-26T00:00:00Z,14:00,um,RUA DA BICA,-46.572669,-23.440312,B
Freguesia do Ó/Brasilândia,BLOCO DE RUA VEM KU NOIS Ó,2017-02-27T00:00:00Z,14:00,um,LARGO DA MATRIZ VELHA,-46.63611,-23.5475,B
Freguesia do Ó/Brasilândia,BLOCO DE RUA VEM KU NOIS Ó,2017-02-28T00:00:00Z,14:00,um,PADARIA PARATI,-46.605543,-23.58313,B
Freguesia do Ó/Brasilândia,BLOCO DE RUA VEM KU NOIS Ó,2017-02-26T00:00:00Z,14:00,dois,RUA CORONEL TRISTAO,-46.697887,-23.501234,C
Freguesia do Ó/Brasilândia,BLOCO DE RUA VEM KU NOIS Ó,2017-02-26T00:00:00Z,14:00,tres,LARGO DA MATRIZ (NOVA),-46.453314,-23.539556,D
Sé,Bloco Desabotoar,2017-02-18T00:00:00Z,14:00,inicio,Rua PirineusRua Drua Carvalho de Mendonca,-46.63611,-23.5475,A
Sé,Bloco Desabotoar,2017-02-18T00:00:00Z,14:00,um,Rua Barrua Funda,-46.63611,-23.5475,B
Sé,Bloco Desabotoar,2017-02-18T00:00:00Z,14:00,dois,Rua Drua Carvalho de Mendonca,-46.63611,-23.5475,C
Sé,Bloco Desabotoar,2017-02-18T00:00:00Z,14:00,tres,Praca Olavo Bilac,-46.652149,-23.533745,D
Lapa,Bloco do ADORNO,2017-02-25T00:00:00Z,17:00,inicio,Rua Faustolo,-46.686346,-23.523925,A
Lapa,Bloco do ADORNO,2017-02-25T00:00:00Z,17:00,um,Rua Claudio,-46.690858,-23.525502,B
Lapa,Bloco do ADORNO,2017-02-25T00:00:00Z,17:00,dois,Rua Guaicurus,-46.693599,-23.522784,C
Lapa,Bloco do ADORNO,2017-02-25T00:00:00Z,17:00,tres,Rua Duilio e Rua Clelia,-46.684571,-23.525023,D
Lapa,Bloco do ADORNO,2017-02-25T00:00:00Z,17:00,quatro,Praca Cornelia,-46.64477,-23.589915,E
Sé,Bloco do Alemão e Blokokê,2017-02-19T00:00:00Z,15:00,inicio,VoltaPraca Dom Jose Gaspar,-46.642126,-23.547415,A
Jabaquara,Bloco do Arrastão,2017-02-26T00:00:00Z,15:00,inicio,Rua Domingos de Santa Maria,-46.63611,-23.5475,A
Jabaquara,Bloco do Arrastão,2017-02-26T00:00:00Z,15:00,um,Rua Humberto de Campos,-46.637066,-23.631295,B
Jabaquara,Bloco do Arrastão,2017-02-26T00:00:00Z,15:00,tres,av. Diederichsen,-46.63611,-23.5475,D
Jabaquara,Bloco do Arrastão,2017-02-26T00:00:00Z,15:00,quatro,rua Eduardo Pereira,-46.631425,-23.632861,E
Jabaquara,Bloco do Arrastão,2017-02-26T00:00:00Z,15:00,cinco,rua Abraao Miguel do Carmo,-46.634263,-23.632172,F
Lapa,Bloco do Bagaça,2017-03-04T00:00:00Z,13:00,inicio,Ruas Issac Annes  Rua Domingos Rodrigues,-46.707529,-23.521385,A
São Miguel Paulista,BLOCO DO BAIÃO,2017-02-28T00:00:00Z,13:00,inicio,Avenida Deputado Drua Jose Aristodemo Pinotti entrua Av. Nordestina,-46.63611,-23.5475,A
São Miguel Paulista,BLOCO DO BAIÃO,2017-02-28T00:00:00Z,13:00,um,Av. Moacir Dantas Itapicuru,-46.63611,-23.5475,B
Pinheiros,Bloco do Baligão,2017-02-18T00:00:00Z,15:00,inicio,Rua Joao Moura,-46.675231,-23.56387,A
Pinheiros,Bloco do Baligão,2017-02-25T00:00:00Z,12:00,inicio,Rua Joao Moura,-46.675231,-23.56387,A
Pinheiros,Bloco do Baligão,2017-02-18T00:00:00Z,15:00,um,Rua Arthur de Azevedo,-46.63611,-23.5475,B
Pinheiros,Bloco do Baligão,2017-02-25T00:00:00Z,12:00,um,Rua Arthur de Azevedo,-46.63611,-23.5475,B
Pinheiros,Bloco do Baligão,2017-02-18T00:00:00Z,15:00,dois,Rua Lisboa,-46.63611,-23.5475,C
Pinheiros,Bloco do Baligão,2017-02-25T00:00:00Z,12:00,dois,Rua Lisboa,-46.63611,-23.5475,C
Pinheiros,Bloco do Baligão,2017-02-18T00:00:00Z,15:00,tres,Praca Benedito Calixto,-46.680616,-23.558235,D
Pinheiros,Bloco do Baligão,2017-02-25T00:00:00Z,12:00,tres,Praca Benedito Calixto,-46.680616,-23.558235,D
Pinheiros,Bloco do Baligão,2017-02-18T00:00:00Z,15:00,quatro,Rua Lisboa,-46.63611,-23.5475,E
Pinheiros,Bloco do Baligão,2017-02-25T00:00:00Z,12:00,quatro,Rua Lisboa,-46.63611,-23.5475,E
Pinheiros,Bloco do Baligão,2017-02-18T00:00:00Z,15:00,cinco,Rua Arthur de Azevedo,-46.63611,-23.5475,F
Pinheiros,Bloco do Baligão,2017-02-25T00:00:00Z,12:00,cinco,Rua Arthur de Azevedo,-46.63611,-23.5475,F
Pinheiros,Bloco do Baligão,2017-02-18T00:00:00Z,15:00,seis,Rua Joao Moura.,-46.675231,-23.56387,G
Pinheiros,Bloco do Baligão,2017-02-25T00:00:00Z,12:00,seis,Rua Joao Moura.,-46.675231,-23.56387,G
Pinheiros,Bloco do BARGAÇA,2017-02-19T00:00:00Z,14:00,inicio,Rua Aspicuelta,-46.688953,-23.557281,A
Pinheiros,Bloco do BARGAÇA,2017-02-27T00:00:00Z,14:00,inicio,Rua Aspicuelta,-46.688953,-23.557281,A
Pinheiros,Bloco do BARGAÇA,2017-02-19T00:00:00Z,14:00,dois,a Harmonia,-46.68685,-23.556712,C
Pinheiros,Bloco do BARGAÇA,2017-02-27T00:00:00Z,14:00,dois,a Harmonia,-46.68685,-23.556712,C
Pinheiros,Bloco do BARGAÇA,2017-02-19T00:00:00Z,14:00,tres,virua a Harmonia,-46.687396,-23.555939,D
Pinheiros,Bloco do BARGAÇA,2017-02-27T00:00:00Z,14:00,tres,virua a Harmonia,-46.687396,-23.555939,D
Pinheiros,Bloco do BARGAÇA,2017-02-19T00:00:00Z,14:00,cinco,virua a Fidalga e,-46.69007,-23.556117,F
Pinheiros,Bloco do BARGAÇA,2017-02-27T00:00:00Z,14:00,cinco,virua a Fidalga e,-46.69007,-23.556117,F
Pinheiros,Bloco do BARGAÇA,2017-02-19T00:00:00Z,14:00,seis,virua a Aspicuelta,-46.688878,-23.557086,G
Pinheiros,Bloco do BARGAÇA,2017-02-27T00:00:00Z,14:00,seis,virua a Aspicuelta,-46.688878,-23.557086,G
Lapa,Bloco do Bigode SP,2017-02-18T00:00:00Z,14:00,inicio,Rua Sepetiba,-46.69839,-23.540191,A
Lapa,Bloco do Bigode SP,2017-02-18T00:00:00Z,14:00,um,Rua Camilo,-46.6973,-23.529194,B
Lapa,Bloco do Bigode SP,2017-02-18T00:00:00Z,14:00,dois,Rua Aurelia,-46.697747,-23.523887,C
Lapa,Bloco do Bigode SP,2017-02-18T00:00:00Z,14:00,tres,Rua Fabia,-46.693922,-23.527098,D
Lapa,Bloco do Bigode SP,2017-02-18T00:00:00Z,14:00,quatro,Rua Catao,-46.699181,-23.532591,E
Lapa,Bloco do Bigode SP,2017-02-18T00:00:00Z,14:00,cinco,Praca Julio Cesar,-46.700795,-23.531286,F
Pinheiros,BLOCO DO BINGUELO,2017-02-18T00:00:00Z,15:00,inicio,RUA MATEUS GROU,-46.63611,-23.5475,A
Pinheiros,BLOCO DO BINGUELO,2017-02-27T00:00:00Z,11:00,inicio,RUA MATEUS GROU,-46.63611,-23.5475,A
Pinheiros,BLOCO DO BINGUELO,2017-02-18T00:00:00Z,15:00,um,DA ESQUINA COM A AV. CARDEAL ARCOVERDE ATE A ESQUINA COM A RUA DOS PINHEIROS,-46.318021,-23.649046,B
Pinheiros,BLOCO DO BINGUELO,2017-02-27T00:00:00Z,11:00,um,DA ESQUINA COM A AV. CARDEAL ARCOVERDE ATE A ESQUINA COM A RUA DOS PINHEIROS,-46.318021,-23.649046,B
Vila Maria/Vila Guilherme,Bloco do Chocolate,2017-03-05T00:00:00Z,13:00,um,AV. NADIR DIAS DIAS DE FIGUEIREDO entrua R. Chico Pontes,-46.63611,-23.5475,B
Vila Maria/Vila Guilherme,Bloco do Chocolate,2017-03-05T00:00:00Z,13:00,dois,R. Sao Quirino,-46.63611,-23.5475,C
Vila Maria/Vila Guilherme,Bloco do Chocolate,2017-03-05T00:00:00Z,13:00,quatro,R. MARIA CANDIDAentrua Praca dos Trotadores,-46.594679,-23.510523,E
Vila Maria/Vila Guilherme,Bloco do Chocolate,2017-03-05T00:00:00Z,13:00,cinco,R. Cassio de Almeida,-46.63611,-23.5475,F
Sé,Bloco do Desmanche,2017-02-26T00:00:00Z,16:00,inicio,Rua Augusta,-46.651746,-23.551776,A
Sé,Bloco do Desmanche,2017-02-26T00:00:00Z,16:00,um,dispersao Major Quedinho,-46.642728,-23.548897,B
Pinheiros,"BLOCO DO EUGENIO CAÇA E CAÇADOR",2017-02-19T00:00:00Z,13:00,inicio,Rua Padrua Carvalho,-46.63611,-23.5475,A
Pinheiros,"BLOCO DO EUGENIO CAÇA E CAÇADOR",2017-02-19T00:00:00Z,13:00,um,virua a Tucambira,-46.696767,-23.563875,B
Pinheiros,"BLOCO DO EUGENIO CAÇA E CAÇADOR",2017-02-19T00:00:00Z,13:00,dois,Ferreirua Araujo,-46.685952,-23.680681,C
Pinheiros,"BLOCO DO EUGENIO CAÇA E CAÇADOR",2017-02-19T00:00:00Z,13:00,quatro,o finalVupabussu e chega de Padrua de Carvalho,-46.312424,-23.653426,E
Pinheiros,"BLOCO DO EUGENIO CAÇA E CAÇADOR",2017-02-19T00:00:00Z,13:00,cinco,Estacionamento ao lado do Piraja,-46.635672,-23.585535,F
Santana/Tucuruvi,Bloco do Fervo,2017-02-19T00:00:00Z,13:00,inicio,Rua LUCAS DE FREITAS AZEVEDO,-46.610823,-23.493779,A
Santana/Tucuruvi,Bloco do Fervo,2017-02-19T00:00:00Z,13:00,um,AV. GENERAL ATALIBA LEONEL,-46.63611,-23.5475,B
Santana/Tucuruvi,Bloco do Fervo,2017-02-19T00:00:00Z,13:00,dois,R. ANTONIO DOMINGUES DE CARVALHO,-46.63611,-23.5475,C
Ipiranga,Bloco do Fico,2017-02-19T00:00:00Z,13:00,inicio,Rua dos Patriotas,-46.598672,-23.582292,A
Ipiranga,Bloco do Fico,2017-02-19T00:00:00Z,13:00,dois,rua Bom Pastorua indo,-46.63611,-23.5475,C
Ipiranga,Bloco do Fico,2017-02-19T00:00:00Z,13:00,tres,a Av . Nazareth retornando a Ruados Patriotas,-46.63611,-23.5475,D
Sé,Bloco do FuÁ,2017-02-26T00:00:00Z,17:00,inicio,Conselheirua Ramalho,-46.6369,-23.600201,A
Sé,Bloco do FuÁ,2017-02-26T00:00:00Z,17:00,um,Manuel Dutra,-46.63611,-23.5475,B
Sé,Bloco do FuÁ,2017-02-26T00:00:00Z,17:00,dois,Major Diogo,-46.642796,-23.554406,C
Sé,Bloco do FuÁ,2017-02-26T00:00:00Z,17:00,cinco,Nestor Pestana,-46.645358,-23.548814,F
Sé,Bloco do FuÁ,2017-02-26T00:00:00Z,17:00,sete,av Ipiranga,-46.63611,-23.5475,H
Sé,Bloco do FuÁ,2017-02-26T00:00:00Z,17:00,oito,av Sao Luis,-46.63611,-23.5475,I
Sé,Bloco do FuÁ,2017-02-26T00:00:00Z,17:00,nove,Dispersao ao lado da Praca Dom Jose Gaspar,-46.63611,-23.5475,J
Santo Amaro,bloco do guerra,2017-02-18T00:00:00Z,12:00,inicio,Praca Pastor Stremmerua Rua Cristovao Pereira,-46.669846,-23.626188,A
Santo Amaro,bloco do guerra,2017-02-18T00:00:00Z,12:00,um,Rua Gabriele D´anunzzio,-46.63611,-23.5475,B
Santo Amaro,bloco do guerra,2017-02-18T00:00:00Z,12:00,dois,Rua Joao Alvares Soares,-46.673178,-23.623353,C
Santo Amaro,bloco do guerra,2017-02-18T00:00:00Z,12:00,tres,Rua Joao de Souza Dias,-46.63611,-23.5475,D
Santo Amaro,bloco do guerra,2017-02-18T00:00:00Z,12:00,quatro,Rua Cristovao Pereira,-46.669846,-23.626188,E
Santo Amaro,bloco do guerra,2017-02-18T00:00:00Z,12:00,cinco,Praca Pastor Stremmer,-46.540837,-23.564718,F
Itaquera,BLOCO DO JATOBÁ,2017-02-19T00:00:00Z,15:00,inicio,Av. Professor joao batista conti,-46.63611,-23.5475,A
Itaquera,BLOCO DO JATOBÁ,2017-02-19T00:00:00Z,15:00,um,Av. Nagib farah maluf,-46.63611,-23.5475,B
Itaquera,BLOCO DO JATOBÁ,2017-02-19T00:00:00Z,15:00,dois,Rua virgina Fernii Av Nagib,-46.63611,-23.5475,C
Itaquera,BLOCO DO JATOBÁ,2017-02-19T00:00:00Z,15:00,tres,AV. professor Joao batista conti,-46.63611,-23.5475,D
Pinheiros,Bloco do Ó,2017-02-19T00:00:00Z,11:00,inicio,horacio lane,-46.63611,-23.5475,A
Pinheiros,Bloco do Ó,2017-02-19T00:00:00Z,11:00,um,inacio pereirua da rocha,-46.687422,-23.558699,B
Pinheiros,Bloco do Ó,2017-02-19T00:00:00Z,11:00,dois,morato coelho,-46.705572,-23.57226,C
Pinheiros,Bloco do Ó,2017-02-19T00:00:00Z,11:00,tres,aspicuelta,-46.688878,-23.557086,D
Ipiranga,Bloco Do Onze,2017-02-18T00:00:00Z,12:00,inicio,Rua Amadis,-46.59557,-23.595262,A
Ipiranga,Bloco Do Onze,2017-02-18T00:00:00Z,12:00,dois,R. Vemag,-46.583752,-23.595925,C
Ipiranga,Bloco Do Onze,2017-02-18T00:00:00Z,12:00,tres,R. Alvarua Fragoso,-46.63611,-23.5475,D
Ipiranga,Bloco Do Onze,2017-02-18T00:00:00Z,12:00,quatro,R. Aida,-46.63611,-23.5475,E
Ipiranga,Bloco Do Onze,2017-02-18T00:00:00Z,12:00,cinco,R. Amadis,-46.59557,-23.595262,F
Santana/Tucuruvi,Bloco do Paulicéia,2017-02-19T00:00:00Z,13:00,inicio,Rua Julia Lopes de Almeida,-46.614237,-23.48896,A
Santana/Tucuruvi,Bloco do Paulicéia,2017-02-19T00:00:00Z,13:00,um,Av Aguas de Sao Pedro,-46.63611,-23.5475,B
Vila Mariana,Bloco do Pedal,2017-02-18T00:00:00Z,16:00,inicio,Avenida Professor Noe de Azevedo,-46.63611,-23.5475,A
Vila Mariana,Bloco do Pedal,2017-02-18T00:00:00Z,16:00,um,entrua a Praca Teodorua de Carvalho,-46.63611,-23.5475,B
Vila Mariana,Bloco do Pedal,2017-02-18T00:00:00Z,16:00,dois,Avenida Lins de Vasconcelos,-46.620849,-23.563383,C
Vila Mariana,Bloco do Pedal,2017-02-18T00:00:00Z,16:00,tres,somentesentido centro,-46.324015,-23.655906,D
Vila Mariana,Bloco do Pedal,2017-02-18T00:00:00Z,16:00,quatro,bairro,-46.07037,-23.45421,E
Santana/Tucuruvi,Bloco do Pequeno Burguês,2017-03-05T00:00:00Z,12:00,inicio,Av. Santos Dumont C,-46.63611,-23.5475,A
Santana/Tucuruvi,Bloco do Pequeno Burguês,2017-03-05T00:00:00Z,12:00,um,B (Pista Local). DesfileAv. Santos Domont entrua Av. Gal. Pedrua Leon Schneider e Praca Herois da FEB.,-46.63611,-23.5475,B
Santana/Tucuruvi,Bloco do Policarpo Maluco,2017-02-19T00:00:00Z,11:00,inicio,Praca Doutor Policarpo De Magalhaes Viotti,-46.637242,-23.471789,A
Vila Maria/Vila Guilherme,Bloco do Reggae,2017-03-04T00:00:00Z,12:00,inicio,Praca Oscar da Silva,-46.600997,-23.507277,A
Vila Maria/Vila Guilherme,Bloco do Reggae,2017-03-04T00:00:00Z,12:00,um,R. Cassio de Almeida,-46.63611,-23.5475,B
Pinheiros,bloco do rindo a toa,2017-03-04T00:00:00Z,14:00,inicio,Av Faria Lima,-46.63611,-23.5475,A
Pinheiros,bloco do rindo a toa,2017-03-04T00:00:00Z,14:00,dois,o Largo da Batats,-46.335829,-23.669399,C
Pinheiros,Bloco do Sindíco,2017-03-05T00:00:00Z,14:00,inicio,Avenida Helio Pellegrino,-46.669827,-23.597789,A
Pinheiros,Bloco do Sindíco,2017-03-05T00:00:00Z,14:00,um,Avenida Faria Lima,-46.63611,-23.5475,B
Sé,Bloco do Tucanistão,2017-02-19T00:00:00Z,14:00,inicio,Largo do Arouche,-46.63611,-23.5475,A
Sé,Bloco do Tucanistão,2017-02-19T00:00:00Z,14:00,um,Rua Vitoria,-46.417068,-23.475623,B
Sé,Bloco do Tucanistão,2017-02-19T00:00:00Z,14:00,dois,Avenida Vieirua de Carvalho,-46.63611,-23.5475,C
Sé,Bloco do Tucanistão,2017-02-19T00:00:00Z,14:00,tres,Rua Aurora,-46.503045,-23.618214,D
Sé,Bloco do Tucanistão,2017-02-19T00:00:00Z,14:00,quatro,Rua do Arouche,-46.63611,-23.5475,E
Sé,Bloco do Tucanistão,2017-02-19T00:00:00Z,14:00,cinco,Largo Arouche,-46.63611,-23.5475,F
Ipiranga,Bloco do Vaca,2017-03-05T00:00:00Z,13:00,inicio,Rua Lino Coutinho,-46.603238,-23.583752,A
Ipiranga,Bloco do Vaca,2017-03-05T00:00:00Z,13:00,um,Rua General Lecorua Rua Agostinho Gomes,-46.602761,-23.601269,B
Ipiranga,Bloco do Vaca,2017-03-05T00:00:00Z,13:00,dois,Rua Almirante Lobo.,-46.595818,-23.589755,C
Pinheiros,Bloco do Vinil,2017-02-19T00:00:00Z,14:00,inicio,rua Fradique coutinho,-46.688391,-23.560446,A
Pinheiros,Bloco do Vinil,2017-02-19T00:00:00Z,14:00,um,rua Arthur de Azevedo,-46.63611,-23.5475,B
Pinheiros,Bloco do Vinil,2017-02-19T00:00:00Z,14:00,dois,rua Simao Alvares,-46.688896,-23.563602,C
Lapa,Bloco do Zé Total,2017-02-18T00:00:00Z,13:00,inicio,Praca Waldir Azevedo (Lapa),-46.710869,-23.537796,A
Sé,Bloco dos Afoxés,2017-02-24T00:00:00Z,15:00,inicio,Largo do Arouche,-46.63611,-23.5475,A
Sé,Bloco dos Afoxés,2017-02-24T00:00:00Z,15:00,dois,Av Sao Luis,-46.63611,-23.5475,C
Sé,Bloco dos Afoxés,2017-02-24T00:00:00Z,15:00,tres,Rua Xavier de Toledo,-46.63611,-23.5475,D
Sé,Bloco dos Afoxés,2017-02-24T00:00:00Z,15:00,quatro,Av Sao Joao,-46.63611,-23.5475,E
Sé,Bloco dos Afoxés,2017-02-24T00:00:00Z,15:00,cinco,Av. Ipiranga,-46.63611,-23.5475,F
Sé,Bloco dos Afoxés,2017-02-24T00:00:00Z,15:00,sete,Largo do Arouche,-46.63611,-23.5475,H
Sé,Bloco dos Amigos Centro Sp,2017-02-25T00:00:00Z,17:00,inicio,R martins Francisco,-46.309498,-23.538439,A
Sé,Bloco dos Amigos Centro Sp,2017-02-25T00:00:00Z,17:00,um,R. Frederico Abranches,-46.63611,-23.5475,B
Sé,Bloco dos Amigos Centro Sp,2017-02-25T00:00:00Z,17:00,dois,R. Canuto do Val,-46.63611,-23.5475,C
Sé,Bloco dos Amigos Centro Sp,2017-02-25T00:00:00Z,17:00,tres,R. Martins Francisco,-46.30437,-23.633059,D
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,inicio,Praca Antonio Prado,-46.634536,-23.545615,A
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,um,rua XV de Novembro,-46.63611,-23.5475,B
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,dois,rua Jose Bonifacio,-46.636751,-23.548926,C
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,tres,Praca do Patriarca,-46.636501,-23.54761,D
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,quatro,rua da Quitanda,-46.635096,-23.547681,E
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,cinco,rua Alvares Penteado,-46.634811,-23.547316,F
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,seis,rua do Tesouro,-46.634263,-23.548178,G
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,sete,rua XV de Novembro,-46.63611,-23.5475,H
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,oito,rua da Quintada,-46.63611,-23.5475,I
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,nove,rua Alvares Penteado,-46.634811,-23.547316,J
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,dez,Largo do Cafe,-46.63611,-23.5475,K
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,onze,rua do Comercio,-46.634724,-23.546362,L
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,doze,rua XV de Novembro,-46.63611,-23.5475,M
Sé,Bloco dos Bancários,2017-02-20T00:00:00Z,17:00,treze,Praca Antonio Prado.,-46.634536,-23.545615,N
Jabaquara,Bloco dos Cabeças da Cinco,2017-02-28T00:00:00Z,15:00,inicio,Rua Domingos de Santa Maria,-46.63611,-23.5475,A
