Regional,Nome do bloco,Data,Concentração,etapa,rota,lon,lat,stage
Jabaquara,Bloco dos Cabeças da Cinco,2017-02-28T00:00:00Z,15:00,um,Rua Humberto de Campos,-46.637066,-23.631295,B
Jabaquara,Bloco dos Cabeças da Cinco,2017-02-28T00:00:00Z,15:00,tres,av. Diederichsen,-46.63611,-23.5475,D
Jabaquara,Bloco dos Cabeças da Cinco,2017-02-28T00:00:00Z,15:00,quatro,rua Eduardo Pereira,-46.631425,-23.632861,E
Jabaquara,Bloco dos Cabeças da Cinco,2017-02-28T00:00:00Z,15:00,cinco,rua Abraao Miguel do Carmo,-46.634263,-23.632172,F
Jabaquara,Bloco dos Cabeças da Cinco,2017-02-28T00:00:00Z,15:00,seis,rua Domingos de Santa Maria.,-46.635514,-23.631304,G
Lapa,Bloco dos Coleiras,2017-02-25T00:00:00Z,11:00,inicio,Rua Baltasar Abadal,-46.669389,-23.493521,A
Lapa,Bloco dos Coleiras,2017-02-25T00:00:00Z,11:00,um,Rua vinte tres de setembro,-46.63611,-23.5475,B
Lapa,Bloco dos Coleiras,2017-02-25T00:00:00Z,11:00,dois,Rua dom lourenco Lumini,-46.670015,-23.494794,C
Lapa,Bloco dos Coleiras,2017-02-25T00:00:00Z,11:00,tres,Rua dr Bernadino gomes,-46.63611,-23.5475,D
Lapa,Bloco dos Coleiras,2017-02-25T00:00:00Z,11:00,cinco,Rua  Jeronimo dos santos,-46.670528,-23.498005,F
Vila Mariana,BLOCO DOS INVERTIDOS,2017-02-28T00:00:00Z,15:00,inicio,RUA OUVIDOR PELEJA,-46.631088,-23.602861,A
Vila Mariana,BLOCO DOS INVERTIDOS,2017-02-28T00:00:00Z,15:00,um,RUA SANTO IRINEU,-46.627442,-23.603977,B
Vila Mariana,BLOCO DOS INVERTIDOS,2017-02-28T00:00:00Z,15:00,dois,RUA PADRE MACHADO,-46.625165,-23.601755,C
Sé,Bloco Dzi Croquettes,2017-02-28T00:00:00Z,16:00,um,Rua Peixoto Gomide,-46.658579,-23.562352,B
Penha,Bloco é pequeno +balança,2017-02-19T00:00:00Z,13:00,inicio,rua mirandinha,-46.534759,-23.5315,A
Penha,Bloco é pequeno +balança,2017-02-19T00:00:00Z,13:00,um,Demini,-46.532376,-23.530032,B
Penha,Bloco é pequeno +balança,2017-02-19T00:00:00Z,13:00,dois,praca do metro,-46.62053,-23.522326,C
Sé,Bloco ElektroDjs,2017-03-05T00:00:00Z,17:00,inicio,Av. Ipiranga,-46.63611,-23.5475,A
Sé,Bloco ElektroDjs,2017-03-05T00:00:00Z,17:00,um,Av. Sao Luis,-46.63611,-23.5475,B
Sé,Bloco ElektroDjs,2017-03-05T00:00:00Z,17:00,dois,Xavier de Toledo,-46.63611,-23.5475,C
Sé,Bloco ElektroDjs,2017-03-05T00:00:00Z,17:00,tres,Prua Ramos de Azevedo,-46.734286,-23.55703,D
Sé,Bloco ElektroDjs,2017-03-05T00:00:00Z,17:00,quatro,Av. Sao Joao,-46.63611,-23.5475,E
Sé,Bloco ElektroDjs,2017-03-05T00:00:00Z,17:00,cinco,Av. Ipiranga,-46.63611,-23.5475,F
Sé,Bloco ESPício Geral,2017-02-26T00:00:00Z,16:00,inicio,Conselheirua Ramalho,-46.6369,-23.600201,A
Sé,Bloco ESPício Geral,2017-02-26T00:00:00Z,16:00,um,Manuel Dutra,-46.63611,-23.5475,B
Sé,Bloco ESPício Geral,2017-02-26T00:00:00Z,16:00,dois,Major Diogo,-46.642796,-23.554406,C
Sé,Bloco ESPício Geral,2017-02-26T00:00:00Z,16:00,cinco,Nestor Pestana,-46.645358,-23.548814,F
Sé,Bloco ESPício Geral,2017-02-26T00:00:00Z,16:00,sete,av Ipiranga,-46.63611,-23.5475,H
Sé,Bloco ESPício Geral,2017-02-26T00:00:00Z,16:00,oito,av Sao Luis,-46.63611,-23.5475,I
Sé,Bloco ESPício Geral,2017-02-26T00:00:00Z,16:00,nove,Dispersao ao lado da Praca Dom Jose Gaspar,-46.63611,-23.5475,J
Casa Verde,Bloco Espiga do Japa,2017-02-18T00:00:00Z,12:00,inicio,Rua Jose de Oliveira,-46.647515,-23.49692,A
Casa Verde,Bloco Espiga do Japa,2017-02-18T00:00:00Z,12:00,um,Rua Valdemar Martins,-46.63611,-23.5475,B
Sé,"Bloco Essa Barra que é Gostar de Você",2017-03-05T00:00:00Z,16:00,inicio,Frei Caneca,-46.148087,-23.502584,A
Sé,"Bloco Essa Barra que é Gostar de Você",2017-03-05T00:00:00Z,16:00,um,Peixoto Gomide,-46.404386,-23.737824,B
Sé,"Bloco Essa Barra que é Gostar de Você",2017-03-05T00:00:00Z,16:00,dois,Biblioteca Mario de Andrade,-46.641987,-23.5473,C
Sé,Bloco Explode Coração,2017-02-28T00:00:00Z,14:00,inicio,Rua barao de Tatui,-46.63611,-23.5475,A
Sé,Bloco Explode Coração,2017-02-28T00:00:00Z,14:00,um,Rua Jaguaribe,-46.650233,-23.541697,B
Sé,Bloco Explode Coração,2017-02-28T00:00:00Z,14:00,dois,Rua Aureliano Coutinho,-46.653195,-23.542868,C
Sé,Bloco Explode Coração,2017-02-28T00:00:00Z,14:00,tres,Rua Martinico Prado,-46.653748,-23.542689,D
Sé,Bloco Explode Coração,2017-02-28T00:00:00Z,14:00,quatro,Rua Martim Francisco,-46.309498,-23.538439,E
Sé,Bloco Explode Coração,2017-02-28T00:00:00Z,14:00,cinco,Rua Imaculada Conceicao,-46.653201,-23.538824,F
Sé,Bloco Explode Coração,2017-02-28T00:00:00Z,14:00,seis,Rua Barao de Tatui,-46.63611,-23.5475,G
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-02-18T00:00:00Z,13:00,inicio,Rua DIAS DA SILVA Rua Andarai,-46.591179,-23.521732,A
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-03-05T00:00:00Z,13:00,inicio,Rua Dias da Silva,-46.588946,-23.519202,A
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-02-18T00:00:00Z,13:00,um,R. Curuca,-46.594637,-23.510121,B
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-03-05T00:00:00Z,13:00,um,Rua Maria Jose Barone Fernandes,-46.63611,-23.5475,B
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-02-18T00:00:00Z,13:00,dois,R. CURUCAR. Diamantina,-46.593012,-23.518643,C
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-03-05T00:00:00Z,13:00,dois,Rua Eli,-46.588073,-23.519901,C
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-02-18T00:00:00Z,13:00,tres,R. Eli,-46.63611,-23.5475,D
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-03-05T00:00:00Z,13:00,tres,Rua Alcantara,-46.593268,-23.522197,D
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-02-18T00:00:00Z,13:00,quatro,R. ELI R. Curuca,-46.63611,-23.5475,E
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-03-05T00:00:00Z,13:00,quatro,Rua Dias da Silva,-46.588946,-23.519202,E
Vila Maria/Vila Guilherme,Bloco Flamengo F.C Vila Maria,2017-02-18T00:00:00Z,13:00,cinco,R. Diamantina,-46.63611,-23.5475,F
Ipiranga,Bloco Folia sem Fim,2017-02-19T00:00:00Z,13:00,inicio,Rua Pacui,-46.596408,-23.623972,A
Ipiranga,Bloco Folia sem Fim,2017-02-19T00:00:00Z,13:00,um,R. S. Silvestre,-46.63611,-23.5475,B
Ipiranga,Bloco Folia sem Fim,2017-02-19T00:00:00Z,13:00,dois,R. S. Joao Climaco,-46.63611,-23.5475,C
Ipiranga,Bloco Folia sem Fim,2017-02-19T00:00:00Z,13:00,tres,R. S. Silvestre,-46.63611,-23.5475,D
Ipiranga,Bloco Folia sem Fim,2017-02-19T00:00:00Z,13:00,quatro,R. Rinaldo de Mel,-46.63611,-23.5475,E
Ipiranga,Bloco Folia sem Fim,2017-02-19T00:00:00Z,13:00,cinco,R. Saparas,-46.595295,-23.623673,F
Sé,Bloco Fuzuê SP,2017-02-18T00:00:00Z,13:00,inicio,Praca dom Orione,-46.645877,-23.560491,A
Sé,Bloco Fuzuê SP,2017-02-18T00:00:00Z,13:00,um,Rua Rui Barbosa,-46.645279,-23.55798,B
Sé,Bloco Fuzuê SP,2017-02-18T00:00:00Z,13:00,dois,Rua Luis Porrio,-46.646405,-23.55298,C
Sé,Bloco Fuzuê SP,2017-02-18T00:00:00Z,13:00,tres,Rua Treze de Maio,-46.644159,-23.567744,D
Sé,Bloco Fuzuê SP,2017-02-18T00:00:00Z,13:00,quatro,Praca Dom Orione,-46.645877,-23.560491,E
Pinheiros,BLOCO FUZUÊ SP,2017-02-19T00:00:00Z,13:00,inicio,Rua Morato Cuelho,-46.63611,-23.5475,A
Sé,BLOCO FUZUÊ SP,2017-02-27T00:00:00Z,15:00,inicio,Praca Dom Jose Gaspar,-46.642126,-23.547415,A
Pinheiros,BLOCO FUZUÊ SP,2017-02-19T00:00:00Z,13:00,um,Rua Inacio Pereirua da Rocha,-46.63611,-23.5475,B
Sé,BLOCO FUZUÊ SP,2017-02-27T00:00:00Z,15:00,um,Rua Marconi,-46.640476,-23.545693,B
Pinheiros,BLOCO FUZUÊ SP,2017-02-19T00:00:00Z,13:00,dois,Rua Fradique Coutinho,-46.688391,-23.560446,C
Sé,BLOCO FUZUÊ SP,2017-02-27T00:00:00Z,15:00,dois,Rua Barao de itapenininga,-46.63611,-23.5475,C
Pinheiros,BLOCO FUZUÊ SP,2017-02-19T00:00:00Z,13:00,tres,Rua Aspicueta,-46.63611,-23.5475,D
Sé,BLOCO FUZUÊ SP,2017-02-27T00:00:00Z,15:00,tres,Ruadom jose de Barros,-46.63611,-23.5475,D
Pinheiros,BLOCO FUZUÊ SP,2017-02-19T00:00:00Z,13:00,quatro,e retornoMorato Coelho,-46.331208,-23.669172,E
Sé,BLOCO FUZUÊ SP,2017-02-27T00:00:00Z,15:00,quatro,Av Sao Joao,-46.63611,-23.5475,E
Sé,BLOCO FUZUÊ SP,2017-02-27T00:00:00Z,15:00,cinco,Av Ipiranga,-46.63611,-23.5475,F
Sé,BLOCO FUZUÊ SP,2017-02-27T00:00:00Z,15:00,seis,Av Sao Juiz fializandoPraca Dom Jose Gaspar,-46.63611,-23.5475,G
Sé,Bloco Infantil Filhos da Foto,2017-02-18T00:00:00Z,10:00,inicio,Alameda Barao de Limeira,-46.64698,-23.535329,A
Sé,Bloco Infantil Filhos da Foto,2017-02-18T00:00:00Z,10:00,um,Alameda Ribeirua da Silva,-46.647073,-23.531018,B
Sé,Bloco Infantil Filhos da Foto,2017-02-18T00:00:00Z,10:00,dois,Rua Conselheirua Nebias,-46.63611,-23.5475,C
Itaquera,Bloco Itaquerendo Folia,2017-02-28T00:00:00Z,16:00,inicio,Avenida Itaquera,-46.456572,-23.539312,A
Itaquera,Bloco Itaquerendo Folia,2017-02-28T00:00:00Z,16:00,um,Rua Serrua das Divisoes,-46.63611,-23.5475,B
Itaquera,Bloco Itaquerendo Folia,2017-02-28T00:00:00Z,16:00,dois,Avenida Itaquera,-46.456572,-23.539312,C
Pinheiros,Bloco Jegue Elétrico SP,2017-02-25T00:00:00Z,14:00,inicio,Rua lisboa,-46.63611,-23.5475,A
Pinheiros,Bloco Jegue Elétrico SP,2017-02-26T00:00:00Z,14:00,inicio,Rua lisboa,-46.63611,-23.5475,A
Pinheiros,Bloco Jegue Elétrico SP,2017-02-25T00:00:00Z,14:00,um,rua artur de azevedo,-46.673424,-23.557657,B
Pinheiros,Bloco Jegue Elétrico SP,2017-02-26T00:00:00Z,14:00,um,rua artur de azevedo,-46.673424,-23.557657,B
Sé,Bloco Jegue Elétrico SP,2017-02-28T00:00:00Z,16:00,um,Barao de Itapetininga,-46.640637,-23.544636,B
Pinheiros,Bloco Jegue Elétrico SP,2017-02-25T00:00:00Z,14:00,dois,rua joaquim antonio,-46.309498,-23.538439,C
Pinheiros,Bloco Jegue Elétrico SP,2017-02-26T00:00:00Z,14:00,dois,rua joaquim antonio,-46.309498,-23.538439,C
Pinheiros,Bloco Jegue Elétrico SP,2017-02-25T00:00:00Z,14:00,tres,rua dos pinheiros,-46.318021,-23.649046,D
Pinheiros,Bloco Jegue Elétrico SP,2017-02-26T00:00:00Z,14:00,tres,rua dos pinheiros,-46.318021,-23.649046,D
Sé,Bloco Jegue Elétrico SP,2017-02-28T00:00:00Z,16:00,tres,Rua Marconi,-46.640476,-23.545693,D
Pinheiros,Bloco Jegue Elétrico SP,2017-02-25T00:00:00Z,14:00,quatro,rua francisco leitao,-46.681118,-23.561412,E
Pinheiros,Bloco Jegue Elétrico SP,2017-02-26T00:00:00Z,14:00,quatro,rua francisco leitao,-46.681118,-23.561412,E
Pinheiros,Bloco Jegue Elétrico SP,2017-02-25T00:00:00Z,14:00,cinco,rua artur de azevedo,-46.673424,-23.557657,F
Pinheiros,Bloco Jegue Elétrico SP,2017-02-26T00:00:00Z,14:00,cinco,rua artur de azevedo,-46.673424,-23.557657,F
Sé,Bloco Jegue Elétrico SP,2017-02-28T00:00:00Z,16:00,cinco,Pca Dom Jose Gaspar,-46.642126,-23.547415,F
Sé,Bloco Jegue Elétrico SP,2017-02-28T00:00:00Z,16:00,seis,Av Sao Luis,-46.63611,-23.5475,G
Sé,Bloco Jegue Elétrico SP,2017-02-28T00:00:00Z,16:00,sete,Viaduto Major Quedinho (dispersao),-46.63611,-23.5475,H
Cidade Tiradentes,BLOCO KALIFA,2017-02-18T00:00:00Z,14:00,inicio,Rua Rene de Toledo,-46.404532,-23.59979,A
Cidade Tiradentes,BLOCO KALIFA,2017-02-18T00:00:00Z,14:00,um,Rua Davi,-46.581996,-23.449283,B
Cidade Tiradentes,BLOCO KALIFA,2017-02-18T00:00:00Z,14:00,dois,Avenida Leandro,-46.401871,-23.602586,C
Cidade Tiradentes,BLOCO KALIFA,2017-02-18T00:00:00Z,14:00,tres,Avenida dos metalugicos,-46.63611,-23.5475,D
Pinheiros,Bloco Kaya na Gandaia,2017-03-04T00:00:00Z,15:00,inicio,a rua dos Pinheiros,-46.318021,-23.649046,A
Pinheiros,Bloco Kaya na Gandaia,2017-03-04T00:00:00Z,15:00,um,a Francisco Leitao,-46.679477,-23.563491,B
Sé,Bloco Lua Vai,2017-02-19T00:00:00Z,12:00,inicio,Avenida Sao Luis (Em frente a Praca Dom Jose Gaspar),-46.63611,-23.5475,A
Sé,Bloco Lua Vai,2017-02-19T00:00:00Z,12:00,um,Rua Cel. Xavier de Toledo,-46.63611,-23.5475,B
Sé,Bloco Lua Vai,2017-02-19T00:00:00Z,12:00,dois,Viaduto do Cha,-46.867442,-23.486242,C
Penha,Bloco Luziania,2017-02-26T00:00:00Z,14:00,inicio,Rua Luziania,-46.63611,-23.5475,A
Penha,Bloco Luziania,2017-02-26T00:00:00Z,14:00,um,Av. Esperantina,-46.63611,-23.5475,B
Penha,Bloco Luziania,2017-02-26T00:00:00Z,14:00,dois,Av. Maraial,-46.63611,-23.5475,C
Pinheiros,Bloco Mágico,2017-02-25T00:00:00Z,14:00,inicio,Padrua De Carvalho,-46.312424,-23.653426,A
Pinheiros,Bloco Mágico,2017-02-28T00:00:00Z,14:00,inicio,Padrua De Carvalho,-46.312424,-23.653426,A
Pinheiros,Bloco Mágico,2017-02-25T00:00:00Z,14:00,um,virua Rua Tucumbira,-46.63611,-23.5475,B
Pinheiros,Bloco Mágico,2017-02-28T00:00:00Z,14:00,um,virua Rua Tucumbira,-46.63611,-23.5475,B
Pinheiros,Bloco Mágico,2017-02-25T00:00:00Z,14:00,dois,a Fernao Dias,-46.405748,-23.70126,C
Pinheiros,Bloco Mágico,2017-02-28T00:00:00Z,14:00,dois,a Fernao Dias,-46.405748,-23.70126,C
Pinheiros,Bloco Mágico,2017-02-25T00:00:00Z,14:00,tres,Largo da Batata,-46.63611,-23.5475,D
Pinheiros,Bloco Mágico,2017-02-28T00:00:00Z,14:00,tres,Largo da Batata,-46.63611,-23.5475,D
Lapa,Bloco Mamãe Eu Quero,2017-02-18T00:00:00Z,9:00,inicio,Praca Irmaos Karmann,-46.677202,-23.541432,A
Lapa,Bloco Mamãe Eu Quero,2017-02-18T00:00:00Z,9:00,um,Rua Pedrua da Costa,-46.63611,-23.5475,B
Lapa,Bloco Mamãe Eu Quero,2017-02-18T00:00:00Z,9:00,dois,Rua Jose Donatelli,-46.63611,-23.5475,C
Lapa,Bloco Mamãe Eu Quero,2017-02-18T00:00:00Z,9:00,tres,Praca Irmaos Karmann,-46.677202,-23.541432,D
Pinheiros,Bloco Me Lembra Que Eu Vou,2017-03-05T00:00:00Z,12:00,inicio,Fradique,-46.683563,-23.565174,A
Pinheiros,Bloco Me Lembra Que Eu Vou,2017-02-27T00:00:00Z,15:00,um,o piraja Av. Brg. Faria Lima,-46.63611,-23.5475,B
Pinheiros,Bloco Me Lembra Que Eu Vou,2017-03-05T00:00:00Z,12:00,um,entruarua Natingui,-46.694913,-23.549965,B
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,inicio,Praca Ramos de Azevedo,-46.412913,-23.719563,A
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,um,Viaduto do Cha,-46.867442,-23.486242,B
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,dois,Praca do Patriarca,-46.636501,-23.54761,C
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,tres,Rua Direita,-46.634948,-23.548562,D
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,quatro,Largo da Misericordia,-46.63611,-23.5475,E
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,cinco,Rua Alvares Penteado,-46.634811,-23.547316,F
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,seis,Pracado Patriarca,-46.63611,-23.5475,G
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,sete,Viaduto do Cha,-46.867442,-23.486242,H
Sé,Bloco Me Ocupa Que Sou da Rua,2017-02-25T00:00:00Z,11:00,oito,Praca Ramos de Azevedo,-46.412913,-23.719563,I
Sé,Bloco Mega Dança,2017-02-19T00:00:00Z,13:00,inicio,Rua da Consolacao,-46.642012,-23.547833,A
Sé,Bloco MinhoQueens,2017-02-25T00:00:00Z,15:00,inicio,Lgo Arouche,-46.63611,-23.5475,A
Sé,Bloco MinhoQueens,2017-02-25T00:00:00Z,15:00,um,Vieirua de Carvalho,-46.312424,-23.653426,B
Sé,Bloco MinhoQueens,2017-02-25T00:00:00Z,15:00,tres,Av. Sao luis,-46.63611,-23.5475,D
Sé,Bloco MinhoQueens,2017-02-25T00:00:00Z,15:00,quatro,Xavier de Roledo,-46.63611,-23.5475,E
Sé,Bloco MinhoQueens,2017-02-25T00:00:00Z,15:00,cinco,Av. Sao Joao,-46.63611,-23.5475,F
São Miguel Paulista,Bloco Motos Clubs,2017-02-28T00:00:00Z,13:00,inicio,Avenida Deputado Drua Jose Aristodemo Pinotti entrua Av. Nordestina,-46.63611,-23.5475,A
São Miguel Paulista,Bloco Motos Clubs,2017-02-28T00:00:00Z,13:00,um,Av. Moacir Dantas Itapicuru,-46.63611,-23.5475,B
Pinheiros,Bloco Não Serve Mestre,2017-02-27T00:00:00Z,12:00,inicio,Sai do Largo da Batata,-46.694825,-23.566993,A
Pinheiros,Bloco Não Serve Mestre,2017-02-27T00:00:00Z,12:00,um,vai parua o Piraja,-46.755325,-23.573277,B
Sé,"Bloco Nega Fulo e o Palhaço Bebum",2017-02-17T00:00:00Z,17:00,inicio,Rua Gen. Jardim,-46.63611,-23.5475,A
Sé,"Bloco Nega Fulo e o Palhaço Bebum",2017-02-17T00:00:00Z,17:00,um,Rua Rege Freitas,-46.63611,-23.5475,B
Sé,"Bloco Nega Fulo e o Palhaço Bebum",2017-02-17T00:00:00Z,17:00,dois,Rua Santa Isabel,-46.581404,-23.451522,C
Sé,"Bloco Nega Fulo e o Palhaço Bebum",2017-02-17T00:00:00Z,17:00,tres,Rua Bento Freitas,-46.645522,-23.543922,D
Sé,"Bloco Nega Fulo e o Palhaço Bebum",2017-02-17T00:00:00Z,17:00,quatro,Rua Gen. Jardim,-46.63611,-23.5475,E
Cidade Tiradentes,Bloco Nega Zilda,2017-02-18T00:00:00Z,14:00,inicio,Rua Rene de Toledo,-46.404532,-23.59979,A
Cidade Tiradentes,Bloco Nega Zilda,2017-02-18T00:00:00Z,14:00,um,Rua Davi,-46.581996,-23.449283,B
Cidade Tiradentes,Bloco Nega Zilda,2017-02-18T00:00:00Z,14:00,dois,Avenida Leandro,-46.401871,-23.602586,C
Cidade Tiradentes,Bloco Nega Zilda,2017-02-18T00:00:00Z,14:00,tres,Avenida dos metalugicos,-46.63611,-23.5475,D
Penha,BLOCO NHOCORONÉ,2017-02-18T00:00:00Z,14:00,inicio,RUA PROFESSOR THIRE,-46.495902,-23.546338,A
Penha,BLOCO NHOCORONÉ,2017-02-18T00:00:00Z,14:00,um,RUA NELSON MADUREIRA,-46.63611,-23.5475,B
Penha,BLOCO NHOCORONÉ,2017-02-18T00:00:00Z,14:00,dois,RUA COELHO CASTRO,-46.63611,-23.5475,C
Penha,BLOCO NHOCORONÉ,2017-02-18T00:00:00Z,14:00,tres,RUA JOSE FRANCISCO LOPES,-46.494856,-23.545936,D
Penha,BLOCO NHOCORONÉ,2017-02-18T00:00:00Z,14:00,quatro,RUA JOAO PRIORI,-46.63611,-23.5475,E
Penha,BLOCO NHOCORONÉ,2017-02-18T00:00:00Z,14:00,cinco,RUA SAO VITORIO,-46.495615,-23.546021,F
Butantã,BLOCO NINGUÉM DORME,2017-03-04T00:00:00Z,15:00,inicio,Rua Iquiririm,-46.72526,-23.572463,A
Vila Mariana,Bloco Nu Nu Mundo,2017-03-04T00:00:00Z,14:00,inicio,Rua CONCEICAO VELOSO,-46.634648,-23.584654,A
Vila Mariana,Bloco Nu Nu Mundo,2017-03-04T00:00:00Z,14:00,um,RUA MANOEL  DE PAIVA,-46.635832,-23.58342,B
Vila Mariana,Bloco Nu Nu Mundo,2017-03-04T00:00:00Z,14:00,dois,R. GREGORIO SERRAO,-46.63611,-23.5475,C
Vila Mariana,Bloco Nu Nu Mundo,2017-03-04T00:00:00Z,14:00,tres,R. CARLOS PETIT,-46.309498,-23.538439,D
Vila Mariana,Bloco Nu Nu Mundo,2017-03-04T00:00:00Z,14:00,cinco,R. DONA INACIA UCHOA,-46.632188,-23.583592,F
Vila Mariana,Bloco Nu Nu Mundo,2017-03-04T00:00:00Z,14:00,seis,R. BARTOLOMEU DE GUSMAO,-46.63611,-23.5475,G
Lapa,Bloco Nu Vuco Vuco,2017-03-04T00:00:00Z,13:00,inicio,Praca Cornelia,-46.64477,-23.589915,A
Pinheiros,Bloco NU'INTERESSA,2017-02-18T00:00:00Z,14:00,inicio,Belmirua Braga,-46.330598,-23.660136,A
Pinheiros,Bloco NU'INTERESSA,2017-02-18T00:00:00Z,14:00,um,Inacio Pereirua da Rocha,-46.687422,-23.558699,B
Pinheiros,Bloco NU'INTERESSA,2017-02-18T00:00:00Z,14:00,dois,Mourato Coelho,-46.685512,-23.566461,C
Pinheiros,Bloco NU'INTERESSA,2017-02-18T00:00:00Z,14:00,tres,Aspicuelta,-46.688878,-23.557086,D
Pinheiros,Bloco NU'INTERESSA,2017-02-18T00:00:00Z,14:00,cinco,Purpurina,-46.691045,-23.553815,F
Pinheiros,Bloco NU'INTERESSA,2017-02-18T00:00:00Z,14:00,sete,Wisard,-46.68837,-23.55447,H
Pinheiros,Bloco Olha o Sucesso,2017-02-18T00:00:00Z,14:00,inicio,Rua da Consolacao,-46.642012,-23.547833,A
Pinheiros,Bloco Olha o Sucesso,2017-02-18T00:00:00Z,14:00,um,Alameda Itu,-46.63611,-23.5475,B
Pinheiros,Bloco Olha o Sucesso,2017-02-18T00:00:00Z,14:00,dois,Rua Bela Cintra,-46.662661,-23.557139,C
Pinheiros,Bloco Olha o Sucesso,2017-02-18T00:00:00Z,14:00,tres,Alameda Jau,-46.658264,-23.563244,D
Pinheiros,Bloco Olha o Sucesso,2017-02-18T00:00:00Z,14:00,quatro,Rua da Consolacao (fimmesmo local da concentracao),-46.642012,-23.547833,E
Pinheiros,Bloco Oração,2017-03-05T00:00:00Z,15:00,inicio,Rua da Consolacao,-46.642012,-23.547833,A
Pinheiros,Bloco Oração,2017-03-05T00:00:00Z,15:00,um,Alameda Jau,-46.658264,-23.563244,B
Pinheiros,Bloco Oração,2017-03-05T00:00:00Z,15:00,tres,Alameda Jau e Rua da Consolacao,-46.642012,-23.547833,D
Pinheiros,Bloco Os Madalenas,2017-03-04T00:00:00Z,15:00,inicio,Praca Eder Sader,-46.692588,-23.552583,A
Pinheiros,Bloco Os Madalenas,2017-03-04T00:00:00Z,15:00,um,a Rua Fidalga,-46.690188,-23.555984,B
Pinheiros,Bloco Os Madalenas,2017-03-04T00:00:00Z,15:00,dois,virua a Purpurina,-46.691045,-23.553815,C
Pinheiros,Bloco Os Madalenas,2017-03-04T00:00:00Z,15:00,tres,Fradique,-46.683563,-23.565174,D
Pinheiros,Bloco Os Madalenas,2017-03-04T00:00:00Z,15:00,quatro,Wisard,-46.68837,-23.55447,E
Pinheiros,Bloco Os Madalenas,2017-03-04T00:00:00Z,15:00,cinco,Fidalga e Praca Eder Sader,-46.63611,-23.5475,F
Sé,Bloco Pagu,2017-02-28T00:00:00Z,15:00,inicio,Patio do Colegio,-46.578178,-23.570291,A
Sé,Bloco Pagu,2017-02-28T00:00:00Z,15:00,um,sai pela Rua Bela Vista,-46.394658,-23.561492,B
Sé,Bloco Pagu,2017-02-28T00:00:00Z,15:00,tres,a Rua Liberua  Badaro,-46.63611,-23.5475,D
Sé,Bloco Pagu,2017-02-28T00:00:00Z,15:00,quatro,viruaViaduto do Cha,-46.303257,-23.687592,E
Sé,Bloco Pagu,2017-02-28T00:00:00Z,15:00,seis,cruza a Rua Xavier de  Toledo,-46.63611,-23.5475,G
Mooca,Bloco Pedra no Rim,2017-02-18T00:00:00Z,11:00,inicio,Rua Itapira,-46.621687,-23.551752,A
Mooca,Bloco Pedra no Rim,2017-02-18T00:00:00Z,11:00,um,Rua da Mooca,-46.593299,-23.55716,B
Mooca,Bloco Pedra no Rim,2017-02-18T00:00:00Z,11:00,dois,Rua Luis Gama,-46.612234,-23.56778,C
Mooca,Bloco Pedra no Rim,2017-02-18T00:00:00Z,11:00,tres,Rua Dom Bosco,-46.618374,-23.555506,D
Mooca,Bloco Pedra no Rim,2017-02-18T00:00:00Z,11:00,quatro,Rua Oscar Horta,-46.619064,-23.55543,E
Mooca,Bloco Pedra no Rim,2017-02-18T00:00:00Z,11:00,cinco,Rua da Mooca,-46.593299,-23.55716,F
Mooca,Bloco Pedra no Rim,2017-02-18T00:00:00Z,11:00,seis,Rua Itapira.,-46.621687,-23.551752,G
Sé,Bloco Pop do K7,2017-02-18T00:00:00Z,17:00,um,Av Sao Luis,-46.63611,-23.5475,B
Sé,Bloco Pop do K7,2017-02-18T00:00:00Z,17:00,dois,Rua Cel. Xavier de Toleto,-46.63611,-23.5475,C
Sé,Bloco Pop do K7,2017-02-18T00:00:00Z,17:00,tres,Viaduto do Cha,-46.867442,-23.486242,D
Sé,Bloco Pop do K7,2017-02-18T00:00:00Z,17:00,quatro,Rua Liberua Badaro,-46.63611,-23.5475,E
