"Remittances, inflows (% of GDP)"
"103"," Suriname","0.1","0.0","0.1","0.2","0.1","0.1","0.2","0.1"
"150"," Swaziland","10.1","4.9","3.7","3.7","1.4","0.9","0.8","0.8"
"14"," Sweden","0.1","0.1","0.2","0.2","0.2","0.2","0.1","0.2"
"3"," Switzerland","0.4","0.4","0.4","0.5","0.5","0.4","0.5","0.5"
"134"," Syrian Arab Republic","3.1","3.0","0.9","2.9","","","",""
"129"," Tajikistan","","","","20.2","40.9","46.9","47.5",""
"151"," Tanzania (United Republic of)","","0.0","0.1","0.1","0.2","0.2","0.2","0.1"
"93"," Thailand","1.1","1.0","1.4","0.7","1.1","1.3","1.3","1.5"
"81"," The former Yugoslav Republic of Macedonia","","","2.3","3.8","4.2","4.2","4.1","3.7"
"133"," Timor-Leste","","","","","14.7","12.2","9.4",""
"162"," Togo","1.6","1.1","2.6","9.1","10.6","","",""
"100"," Tonga","21.1","","","25.9","20.6","16.5","23.8",""
"64"," Trinidad and Tobago","0.1","0.6","0.5","0.6","0.4","0.5","",""
"96"," Tunisia","4.5","3.8","3.7","4.3","4.6","4.4","5.0","4.9"
"72"," Turkey","2.2","2.0","1.7","0.2","0.1","0.2","0.1","0.1"
".."," Tuvalu","","","","22.6","12.3","11.7","9.6","10.6"
"163"," Uganda","","","3.8","3.6","4.1","4.4","3.8","3.8"
"81"," Ukraine","","","0.1","2.8","4.8","4.8","4.8","5.4"
"14"," United Kingdom","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1"
"8"," United States","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"52"," Uruguay","","","","0.4","0.3","0.3","0.2","0.2"
"134"," Vanuatu","5.2","5.8","12.7","1.3","1.7","2.7","2.8","2.9"
"71"," Venezuela (Bolivarian Republic of)","0.0","0.0","0.0","0.1","0.0","0.0","0.0",""
"116"," Viet Nam","","","4.0","5.5","7.1","6.3","",""
"160"," Yemen","26.5","25.4","13.4","7.7","4.8","4.8","10.5","9.3"
"139"," Zambia","","","","0.6","0.2","0.2","0.3","0.2"
"155"," Zimbabwe","0.0","","","","","","",""
""
